Tract,total_risk
17061973800,29.49044586
17061973900,30
17061974000,29.55823293
17063000102,29.60526316
17063000103,27.14285714
17063000200,20.43478261
17063000300,20
17063000400,20
17063000500,20
17063000600,20
17063000700,20
17063000800,20
17063000900,20
17065973100,30
17065973200,30
17065973300,30
17067953700,20
17067953800,20
17067953900,20
17067954000,20
17067954100,29.37888199
17067954200,20.05405405
17067954300,20
17069970900,30
17069971000,30
17071973300,20
17071973400,20.40697674
17071973500,20
17073030100,26.98717949
17073030201,20.23121387
17073030202,20
17073030203,20
17073030301,20
17073030302,20
17073030400,20
17073030500,20
17073030600,20
17073030800,20
17073030900,20
17073031000,20
17073031100,20
17073031200,20
17075950100,20
17075950200,20
17075950300,20
17075950400,20.78740157
17075950500,20
17075950600,20
17075950700,20
17075950800,20
17075950900,20
17077010100,30
17077010200,30
17077010300,30.47619048
17077010400,30
17077010601,30
17077010602,30
17077010700,30
17077010800,30
17077010900,30
17077011001,30
17077011002,30
17077011100,30
17077011200,30
17077011400,30
17077011600,30
17077011701,30
17077011702,30
17079977300,29.46236559
17079977400,30
17079977500,29.97402597
17081050100,30
17081050200,30
17081050300,30
17081050400,30.08733624
17081050500,30
17081050600,30
17081050700,30
17081050800,30
17081050900,30
17081051000,30
17081051100,30
17083010100,30
17083010200,30
17083010300,30
17083010401,30
17083010402,30
17083010500,30
17085020101,20
17085020102,20
17085020200,20
17085020300,20
17085020401,20
17085020402,20
17085020500,20
17087977600,30
17087977700,30
17087977800,30
17087980000,30
17089850101,30
17089850103,30
17089850105,30
17089850106,30
17089850201,30
17089850202,30
17089850301,30
17089850302,30
17089850400,30
17089850500,30
17089850600,30
17089850703,20
17089850704,20
17089850705,25.63218391
17089850706,21.29032258
17089850707,22.36486486
17089850708,27.85714286
17089850709,20.71428571
17089850710,20
17089850711,21.70454545
17089850800,30
17089851000,30
17089851101,30
17089851102,30
17089851301,30
17089851302,30
17089851400,30
17089851500,30
17089851600,30
17089851801,30.08064516
17089851904,30
17089851907,30
17089851908,30
17089851909,30
17089851910,30
17089851911,30
17089851912,30
17089851913,30
17089852001,30
17089852002,30
17089852004,30
17089852005,30
17089852101,30
17089852103,30
17089852104,30
17089852201,30
17089852203,30
17089852204,30
17089852300,30
17089852403,20.2745098
17089852404,25.95744681
17089852405,20
17089852406,22.3943662
17089852407,24.5
17089852408,20.11904762
17089852500,31.42857143
17089852606,30.81967213
17089852607,30
17089852608,30
17089852700,64.36507937
17089852803,50
17089852805,41.86046512
17089852806,34.81481481
17089852807,30
17089852808,44.69230769
17089852903,30
17089852904,30
17089852905,30
17089852906,30
17089852907,30
17089853001,30
17089853004,30
17089853005,30
17089853006,30
17089853007,30
17089853008,30
17089853100,30
17089853200,30
17089853300,30
17089853401,30
17089853402,30
17089853500,30
17089853601,30
17089853602,30
17089853900,30
17089854001,30
17089854002,30
17089854100,30
17089854200,30
17089854301,30
17089854302,30
17089854401,30
17089854402,30
17089854403,30
17089854504,30
17089854505,29.65909091
17089854506,29.62025316
17089854507,21.41791045
17089854508,29.42028986
17089854509,26.36363636
17089854600,30
17089854700,30
17089854800,30
17089854900,30
17091010100,20
17091010201,20
17091010203,20
17091010204,20
17091010300,20
17091010400,20
17091010500,20
17091010601,20
17091010602,20.12987013
17091010701,20
17091010702,25.54744526
17091010800,20
17091010900,20
17091011000,20
17091011100,20
17091011200,20
17091011300,20
17091011400,20
17091011500,20.16949153
17091011600,26.36363636
17091011700,20.3030303
17091011800,20.3125
17091011900,20.57142857
17091012000,20
17091012100,20.125
17091012200,20
17091012300,20
17091012400,20
17091012500,22.34042553
17091012600,20.04694836
17093890103,30
17093890104,30
17093890105,29.76923077
17093890106,30
17093890107,30
17093890108,26.90721649
17093890201,30
17093890202,30
17093890301,30
17093890302,30
17093890401,20
17093890402,24.48863636
17093890403,29.88636364
17093890404,27.07070707
17093890501,21.47368421
17093890502,21.48648649
17093890601,20
17093890602,20
17093890701,30
17093890702,24.83870968
17093890703,22.54612546
17095000100,20
17095000200,20
17095000300,20
17095000400,25.30120482
17095000500,21.81818182
17095000600,20
17095000700,20
17095000800,30
17095000900,22.81690141
17095001000,25.68421053
17095001100,24.92753623
17095001200,20
17095001300,20
17095001400,20.19607843
17095001500,20
17095001600,20
17097860103,20
17097860104,20
17097860105,20
17097860106,20
17097860200,20
17097860301,20
17097860302,20
17097860400,20
17097860500,20
17097860600,20
17097860805,20
17097860806,20
17097860807,20
17097860808,20
17097860809,20
17097860811,20
17097860812,20
17097860813,20
17097860903,22.93478261
17097860905,28.94736842
17097860906,22.96296296
17097860907,24.07894737
17097860908,24.25
17097861007,20
17097861008,20
17097861009,20
17097861010,20
17097861011,20.86419753
17097861012,20
17097861013,20
17097861014,20.11363636
17097861105,23.82978723
17097861106,21.04166667
17097861107,28.91891892
17097861108,27.11864407
17097861201,27.41573034
17097861202,21.66666667
17097861301,20
17097861303,21.33333333
17097861304,20
17097861402,22.32323232
17097861403,20
17097861404,20.98591549
17097861504,30
17097861505,21.50943396
17097861506,27.24137931
17097861507,30.75
17097861508,27.66666667
17097861509,30
17097861510,30
17097861603,21.81818182
17097861604,20
17097861607,20
17097861608,20
17097861609,20
17097861610,20
17097861611,20
17097861701,20
17097861702,20
17097861803,20
17097861804,20
17097861901,20.12820513
17097861902,23.06451613
17097862000,26.66666667
17097862100,20.14492754
17097862200,28.52941176
17097862300,32.9787234
17097862401,29.03225806
17097862402,30
17097862501,30
17097862502,30
17097862603,30
17097862604,30
17097862605,30
17097862700,30
17097862800,30
17097862901,29.75609756
17097862902,29.75
17097863003,20
17097863004,20
17097863005,20
17097863006,20
17097863100,25.65217391
17097863201,20.43478261
17097863202,20
17097863300,20
17097863400,28.25396825
17097863500,28.85714286
17097863601,21.19047619
17097863603,20
17097863604,20
17097863701,20.14925373
17097863702,20.57142857
17097863801,22.25352113
17097863902,30
17097863903,20.1369863
17097863904,29.82142857
17097864001,28.23529412
17097864002,30
17097864105,23.92405063
17097864106,23.15789474
17097864107,30
17097864108,30
17097864109,25.86206897
17097864110,21.44
17097864203,28.26530612
17097864204,30
17097864206,30
17097864207,24.68085106
17097864208,30
17097864303,30
17097864305,30
17097864306,30
17097864307,30
17097864308,30
17097864402,30
17097864403,30
17097864407,30
17097864408,30
17097864409,30
17097864410,30
17097864411,30
17097864412,30
17097864510,30
17097864511,30
17097864512,30
17097864513,30
17097864514,30
17097864515,30
17097864516,30
17097864517,30
17097864518,30
17097864519,30
17097864520,30
17097864521,30
17097864522,30
17097864523,30
17097864524,30
17097864601,30
17097864602,30
17097864700,30
17097864801,30
17097864802,30
17097864901,30
17097864903,30
17097864904,30
17097865000,30
17097865200,30
17097865300,30
17097865400,30
17097865501,30
17097865502,30
17097865600,25.96153846
17097865700,29.81818182
17097865801,30
17097865802,30
17097866000,20
17097866100,20
17097866200,28.8
17099961701,20
17099961702,20
17099961800,20
17099961900,20
17099962000,20
17099962100,20
17099962200,20.07905138
17099962300,20.54166667
17099962400,23.57723577
17099962500,30
17099962600,20
17099962700,20
17099962800,20
17099962900,20
17099963000,20
17099963100,20
17099963200,20
17099963300,20
17099963400,20
17099963500,20
17099963600,20
17099963700,22.26229508
17099963800,20
17099963900,20
17099964000,20.50314465
17099964100,20
17099964200,20
17099964300,20
17101880700,30
17101880800,30
17101880900,30
17101881000,30
17101881100,30
17103000100,20
17103000200,20.09661836
17103000300,20.07518797
17103000400,20
17103000500,20
17103000600,20
17103000700,20.13574661
17103000800,20.13574661
17103000900,20
17105960100,20
17105960200,20
17105960300,20
17105960400,20
17105960500,21.27819549
17105960600,20
17105960700,20.5982906
17105960800,20
17105960900,20
17105961000,20
17107952900,20
17107953000,20
17107953100,20
17107953200,20
17107953300,20
17107953400,20
17107953500,20
17107953600,20
17109010100,22.34741784
17109010200,20
17109010300,20
17109010401,20
17109010402,20
17109010600,20
17109010700,20
17109010900,20
17109011000,20.03649635
17109011100,20
17109980000,20
17111870103,20
17111870104,20.74626866
17111870105,20
17111870106,20
17111870200,20
17111870301,20
17111870302,20
17111870402,20
17111870403,20.08264463
17111870404,20
17111870501,20
17111870502,20
17111870603,20
17111870604,20
17111870605,20
17111870606,20
17111870702,20
17111870703,20.16260163
17111870704,20
17111870807,20
17111870808,20.22727273
17111870809,20
17111870810,20
17111870811,20.14184397
17111870812,22.57142857
17111870813,20
17111870814,20
17111870903,20
17111870904,20
17111870905,20
17111870906,20
17111870907,20
17111871003,20
17111871004,20
17111871105,20
17111871107,22.8125
17111871108,20
17111871109,20
17111871110,20
17111871111,20
17111871112,20
17111871113,20
17111871114,20
17111871115,20
17111871201,20
17111871202,20.86206897
17111871205,29.13580247
17111871206,30
17111871207,27.6744186
17111871208,20
17111871209,20.85714286
17111871301,20
17111871304,25.18518519
17111871305,20.53191489
17111871307,21.2
17111871310,30
17111871311,29.0625
17111871312,20
17111871313,20.25
17111871402,24.08805031
17111871404,30
17111871501,20
17111871502,20.10416667
17111871600,21.44578313
17113000105,20
17113000106,20
17113000107,20
17113000108,20
17113000109,20
17113000200,20
17113000301,20
17113000302,20
17113000400,20
17113000501,20
17113000502,20
17113000504,20
17113000506,20
17113000507,20
17113001103,20
17113001105,20
17113001106,20
17113001107,20
17113001108,20
17113001200,20
17113001301,20
17113001302,20
17113001303,20
17113001402,20
17113001403,20
17113001404,20
17113001500,20
17113001600,20
17113001700,20
17113001800,20
17113002101,20
17113002102,20
17113005102,20
17113005103,20
17113005104,20
17113005201,20
17113005202,20
17113005401,20
17113005402,20
17113005501,20
17113005502,20
17113005601,20
17113005602,20
17113005700,20
17113005800,20
17113005900,20
17113006000,20
17115000200,30.2739726
17115000300,30
17115000400,30
17115000501,30
17115000502,30
17115000600,30
17115000900,30
17115001000,30.74074074
17115001100,30.3125
17115001200,30
17115001300,26.28571429
17115001400,28.97435897
17115001500,26.32911392
17115001600,29.48717949
17115001700,27.96875
17115001801,26.04166667
17115001802,30
17115001900,30
17115002001,30
17115002002,30
17115002100,30
17115002200,27.21590909
17115002300,24.78991597
17115002401,30
17115002402,27.96875
17115002500,20
17115002601,21.49068323
17115002602,20
17115002700,20
17115002800,20.38626609
17115002901,24.83146067
17115002902,27.45098039
17115002904,28.32167832
17115002905,30
17115002906,30
17115003000,20
17115003100,30.16129032
17117956000,20
17117956100,20
17117956200,21.05022831
17117956300,22.48091603
17117956400,29.40366972
17117956500,30
17117956600,30
17117956700,30
17117956800,30
17117956900,30
17117957000,30
17117957100,30
17117957200,30
17119400101,42
17119400102,49.33333333
17119400200,40.17857143
17119400600,40
17119400700,40
17119400801,39.34782609
17119400802,39.3258427
17119400903,33.60248447
17119400904,40
17119400951,30.86021505
17119400952,30
17119401000,38.41269841
17119401101,30
17119401102,34.41558442
17119401200,38.26923077
17119401300,30.1010101
17119401400,30
17119401500,30
17119401701,30
17119401721,30
17119401722,30
17119401800,30.16129032
17119401901,32.72727273
17119401905,34.3373494
17119402000,30
17119402100,30
17119402200,30
17119402300,30
17119402400,30
17119402500,30
17119402600,30
17119402701,30
17119402721,30
17119402722,30
17119402801,30
17119402803,30
17119402804,30
17119402805,30
17119402900,30
17119403001,30
17119403002,30
17119403101,30
17119403121,30
17119403122,30.90909091
17119403200,30
17119403300,30
17119403401,30
17119403403,30
17119403404,30
17119403502,30
17119403531,30
17119403532,30
17119403533,31.76470588
17119403534,30
17119403601,30
17119403603,30
17119403604,30
17119403701,30
17119403702,30
17119403801,30
17119403802,30
17119404000,40.28985507
17119404100,33.875
17121951600,30
17121951700,30
17121951800,30
17121951900,30
17121952000,30
17121952100,30
17121952200,30
17121952300,30
17121952400,30
17121952500,30
17121952600,30
17121952700,30
17123961100,20
17123961200,20
17123961300,20
17123961400,20
17123961500,20
17125956300,20
17125956400,20
17125956500,20
17125956600,20
17125956700,20
17125956800,20
17127970100,30
17127970200,30
17127970300,30
17127970400,30
17129010100,20
17129010200,20
17129010300,20
17131040100,20
17131040200,20
17131040300,20
17131040400,20
17133600102,30
17133600103,30
17133600104,30
17133600401,30
17133600402,30
17133600501,30
17133600502,30
17135957300,20
17135957400,20.35714286
17135957500,23.26599327
17135957600,29.52554745
17135957700,30
17135957800,30
17135957900,30
17135958000,25.58823529
17137951400,20
17137951500,20.04048583
17137951600,21.05263158
17137951700,22.92134831
17137951800,20
17137951900,20
17137952000,20.63492063
17137952100,20
17137952200,20
17137952300,20.14018692
17139976900,20
17139977000,20
17139977100,20
17139977200,20
17141960700,20
17141960800,20
17141960900,20
17141961001,21.48717949
17141961002,20
17141961100,20
17141961200,20
17141961301,20
17141961302,20
17141961400,20
17141961500,20
17141961600,20
17141961700,20
17143000200,30
17143000300,30
17143000600,30
17143000900,30
17143001200,30
17143001300,30
17143001500,30
17143001600,30
17143001800,30
17143001900,30
17143002000,30
17143002100,30
17143002200,30
17143002300,30
17143002400,30
17143002500,30
17143002600,30
17143002701,30
17143002702,30
17143002800,30
17143002900,30
17143003000,30
17143003101,30
17143003103,30
17143003104,30
17143003200,30
17143003300,30
17143003402,30
17143003403,30
17143003404,30
17143003601,20
17143003602,20
17143003700,20.73394495
17143003800,20
17143003900,22.41509434
17143004000,20
17143004101,24.06779661
17143004102,30
17143004200,30
17143004300,30
17143004400,30
17143004500,28.39285714
17143004600,30
17143004801,26.89655172
17143004802,30
17143004901,23.03225806
17143004902,20.25806452
17143005000,30
17143005100,30
17145030100,30
17145030200,30
17145030300,30
17145030400,30
17145030500,30
17145030600,30
17147954500,20
17147954600,20
17147954700,20
17147954800,20
17149952400,21.24260355
17149952500,29.65517241
17149952600,30
17149952700,30
17149952800,27.33624454
17151971200,30
17151971300,30
17153971000,30
17153971100,30.03937008
17155954500,20
17155954600,20
17157950500,30
17157950600,30.09950249
17157950700,30
17157950800,30
17157950900,30
17157951000,30
17157951100,30
17157951201,30
17157951202,30
17157951300,30
17159977900,30
17159978000,30
17159978100,30
17159978200,30
17159978300,30
17161020101,20.4
17161020102,20
17161020103,20
17161020200,30
17161020301,30
17161020302,30
17161020400,28.27067669
17161020600,30
17161020700,30
17161020800,30
17161020900,30
17161021000,30
17161021100,30
17161021200,30
17161021300,30
17161021400,30
17161021500,30
17161021600,30
17161021700,30
17161021800,30
17161021900,30
17161022000,30
17161022100,30
17161022200,30
17161022300,30
17161022600,30
17161022800,30
17161022900,30
17161023000,30
17161023100,30
17161023200,30
17161023300,30
17161023500,30
17161023600,30
17161023700,30
17161024000,21.50684932
17161024101,20
17161024102,20.13333333
17161024103,20.05291005
17161024200,20
17161024300,23.05882353
17161024400,30
17161024500,30
17163500400,30
17163500500,30.32258065
17163500900,30
17163501100,30
17163501200,30
17163501300,30
17163501400,30
17163501501,30
17163501502,30
17163501602,30
17163501604,30
17163501605,30
17163501606,30
17163501607,30
17163501700,30
17163501801,30
17163501802,30
17163501900,30
17163502100,35.74074074
17163502200,30
17163502300,32.63157895
17163502401,30
17163502404,30
17163502500,30
17163502602,30
17163502603,30.18867925
17163502700,30
17163502800,30
17163502900,30
17163503101,30.12195122
17163503102,39.33823529
17163503202,30
17163503203,30
17163503211,30
17163503301,30
17163503304,30
17163503322,30
17163503323,30
17163503324,30
17163503332,30
17163503334,30
17163503404,30
17163503411,30
17163503412,30
17163503413,30
17163503414,30
17163503415,30
17163503416,30
17163503800,30
17163503903,30
17163503905,30
17163503906,30
17163503907,30
17163503908,30
17163504001,30
17163504002,30
17163504351,30
17163504352,30
17163504353,30
17163504354,30
17163504355,30
17163504356,30
17163504357,30
17163504358,30
17163504359,30
17163504501,30
17163504502,31.42857143
17163504600,30
17165955100,30
17165955500,30
17165955600,30
17165955700,30
17165955800,30
17165955900,30
17165956000,30
17165956100,30
17165956200,30
17167000100,30
17167000201,30
17167000202,30
17167000300,30
17167000400,30
17167000501,30
17167000503,30
17167000504,30
17167000600,30
17167000700,30
17167000800,30
17167000900,30
17167001001,30
17167001003,30
17167001004,30
17167001100,30
17167001200,30
17167001300,30
17167001400,30
17167001600,30
17167001800,30
17167001900,30
17167002001,30
17167002002,30
17167002100,30
17167002200,30
17167002300,30
17167002400,30
17167002500,30
17167002600,30
17167002700,30
17167002801,30
17167002802,30
17167002900,30
17167003000,30
17167003100,30
17167003201,30
17167003202,28.08080808
17167003203,25.8
17167003300,20.30172414
17167003400,20
17167003500,20
17167003601,24.91803279
17167003602,30
17167003603,29.57264957
17167003604,30
17167003701,23.55140187
17167003702,23.66666667
17167003801,30
17167003802,27.7124183
17167003901,28.15384615
17167003902,26.88888889
17167004000,20
17167004200,30
17169970100,20
17169970200,20
17169970300,20
17171970600,20
17171970700,20
17173959100,20
17173959200,20.07434944
17173959300,20.06153846
17173959400,20.3960396
17173959500,23.68902439
17173959600,20.52287582
17175951400,20
17175951500,20
17177000100,20
17177000200,20.04878049
17177000300,20
17177000400,20
17177000500,20
17177000600,20
17177000700,20.84507042
17177000800,20
17177000900,20
17177001000,20
17177001100,20
17177001200,20
17177001300,20
17179020100,30
17179020301,30
17179020302,28.29545455
17179020400,30
17179020500,30
17179020600,30
17179020700,30
17179020800,30
17179020900,30
17179021000,30
17179021101,30
17179021102,30
17179021201,29.2
17179021202,30
17179021203,30
17179021500,27.38562092
17179021603,25.1754386
17179021604,29.21568627
17179021605,20.64935065
17179021606,20.81081081
17179021701,20
17179021702,21.25
17179021801,23
17179021802,20.26666667
17179021900,20
17179022000,20
17179022100,20.3
17179022200,29.52941176
17179022300,29.9
17179022400,30
17181950100,30
17181950200,30
17181950300,30
17181950400,30
17181950500,30
17183000100,20
17183000200,20.4950495
17183000300,20
17183000400,20
17183000500,20
17183000600,22.91139241
17183000700,20
17183000800,20
17183000900,23.95348837
17183001200,20
17183001300,20
17183010100,20
17183010200,20
17183010300,20
17183010400,20
17183010500,21.18644068
17183010600,20
17183010701,20
17183010702,20
17183010800,20
17183010900,20
17183011000,20.04739336
17183011100,20
17183011200,21.13513514
17185957200,30
17185957300,30
17185957400,30
17185957500,30
17187870100,20
17187870200,20
17187870300,20
17187870400,20
17187870500,20
17189950100,30
17189950200,30
17189950300,30
17189950400,30
17191954900,30
17191955000,30
17191955100,30
17191955200,30
17191955300,30
17193958000,30
17193958100,30
17193958200,30
17193958300,30
17193958400,30
17195000100,20
17195000200,20
17195000300,20
17195000400,20
17195000500,20
17195000600,20
17195000700,20
17195000800,20
17195000900,20
17195001000,20
17195001101,20
17195001102,20
17195001200,20
17195001300,20
17195001400,20
17195001500,20
17195001600,20
17195001700,20
17195001800,20
17197880105,30
17197880106,30
17197880107,30
17197880109,30
17197880111,30
17197880112,30
17197880113,30
17197880114,30
17197880115,30
17197880116,30
17197880117,30
17197880118,30
17197880119,30
17197880122,30
17197880123,30
17197880124,30
17197880125,30
17197880202,30
17197880203,30
17197880204,30
17197880303,30
17197880304,30
17197880305,30
17197880307,30
17197880309,30
17197880314,30
17197880315,30
17197880316,30
17197880317,30
17197880318,30
17197880319,30
17197880320,30
17197880321,30
17197880322,30
17197880323,30
17197880324,30
17197880325,30
17197880326,30
17197880408,30
17197880411,30
17197880412,30
17197880414,30
17197880416,30
17197880417,30
17197880418,30
17197880421,30
17197880422,30
17197880423,30
17197880424,30
17197880425,30
17197880426,30
17197880427,30
17197880428,30
17197880429,30
17197880430,30
17197880431,30
17197880432,30
17197880502,30
17197880503,30
17197880508,30
17197880509,30
17197880510,30
17197880511,30
17197880601,30
17197880602,30
17197880701,30
17197880702,30
17197880901,30
17197880903,30
17197880905,30
17197881001,30
17197881002,30
17197881005,30
17197881006,30
17197881007,30
17197881009,30
17197881010,30
17197881011,30
17197881012,30
17197881105,30
17197881107,30
17197881108,30
17197881109,29.25373134
17197881111,30
17197881112,28.26530612
17197881113,22.76315789
17197881115,29.86842105
17197881116,26.78571429
17197881201,30
17197881202,30
17197881301,30
17197881302,30
17197881401,30
17197881402,30
17197881500,30
17197881601,30
17197881603,30
17197881604,30
17197881700,30
17197881800,30
17197881900,30
17197882000,30
17197882100,30
17197882200,30
17197882300,30
17197882400,30
17197882500,30
17197882601,30
17197882602,30
17197882701,30
17197882702,30
17197882801,30
17197882802,30
17197882900,30
17197883000,30
17197883100,30
17197883206,30
17197883208,30
17197883209,30
17197883210,30
17197883211,30
17197883212,30
17197883213,30
17197883214,30
17197883216,30
17197883217,30
17197883218,30
17197883219,29.78723404
17197883303,30
17197883304,20
17197883305,30
17197883306,27.79411765
17197883307,29.07563025
17197883401,20
17197883402,20
17197883504,25.2
17197883505,25.11627907
17197883507,20
17197883509,25.85106383
17197883510,20.35714286
17197883511,30
17197883513,30
17197883514,30
17197883515,28.98305085
17197883516,21.51785714
17197883517,30
17197883519,30
17197883521,30
17197883522,30
17197883602,28.30985915
17197883603,20
17197883605,20
17197883606,20.8
17197883700,20
17197883803,20
17197883804,20
17197883806,28.63636364
17197883808,22.77777778
17197883809,21.40625
17197883810,20
17197883811,20.2739726
17197883902,20.42553191
17197883903,20
17197883904,20
17197884003,20
17197884004,20
17197884005,20
17197884006,20
17197884101,30
17197884103,30
17197980100,30
17199020100,30
17199020201,30
17199020202,30
17199020300,30
17199020400,30
17199020500,30
17199020600,30
17199020700,30
17199020801,30
17199020802,30
17199020900,30
17199021001,30
17199021002,30
17199021003,30
17199021100,30
17199021200,30
17199021300,30
17199021400,30
17201000101,24.50704225
17201000103,29.7260274
17201000104,30
17201000105,24.03508772
17201000200,23.83333333
17201000300,30
17201000401,30
17201000402,30
17201000403,30
17201000501,30
17201000502,30
17201000506,30
17201000507,30
17201000510,27.17948718
17201000511,30
17201000512,21.7721519
17201000513,30
17201000514,29.84848485
17201000515,30
17201000516,29.60784314
17201000600,23.79746835
17201000700,20
17201000800,27.05128205
17201001000,20
17201001100,24.90196078
17201001200,28.15789474
17201001300,30
17201001400,30
17201001500,30
17201001600,30
17201001700,30
17201001800,29.0625
17201001900,20
17201002000,20
17201002100,20
17201002200,20
17201002301,20
17201002302,20
17201002400,20
17201002500,20
17201002600,21.19047619
17201002700,20
17201002800,20
17201002900,20
17201003000,29.18367347
17201003100,21.34146341
17201003200,20.12345679
17201003300,20
17201003400,20.67567568
17201003500,20
17201003601,20
17201003602,20
17201003604,20
17201003605,21.33333333
17201003606,21.2195122
17201003705,21.73228346
17201003706,20.24590164
17201003707,25
17201003708,22.85714286
17201003709,27.22222222
17201003710,24.05405405
17201003711,21.18055556
17201003801,20.13157895
17201003805,20
17201003806,20
17201003808,23.77358491
17201003809,27.11538462
17201003810,26.54135338
17201003811,20.90909091
17201003901,23.26086957
17201003903,24.03225806
17201003904,20
17201004002,37.24358974
17201004003,33.44827586
17201004004,30.16949153
17201004005,28.76923077
17201004100,20
17201004200,20
17201004300,20
17201980000,20
17203030100,20
17203030200,20
17203030300,20
17203030400,20
17203030501,20
17203030502,20
17203030601,20
17203030602,20
17203030700,20
18001030100,20
18001030200,20
18001030300,20
18001030400,20
18001030500,20
18001030600,20
18001030700,20
18003000100,30
18003000300,30
18003000400,30
18003000500,30
18003000600,30
18003000701,30
18003000704,30
18003000800,30
18003000900,30
18003001000,30
18003001100,30
18003001200,30
18003001300,30
18003001600,30
18003001700,30
18003002000,30
18003002100,30
18003002200,29.55555556
18003002300,30
18003002500,30
18003002600,30
18003002800,30
18003002900,30
18003003000,30
18003003100,30
18003003200,30
18003003301,30
18003003304,30
18003003400,30
18003003500,30
18003003600,30
18003003700,24.41176471
18003003800,27.0212766
18003003901,30
18003003902,30
18003004000,30
18003004101,30
18003004103,30
18003004300,30
18003004400,30
18003010100,20
18003010201,29.34065934
18003010202,24.78991597
18003010304,30
18003010305,29.66666667
18003010306,21.53846154
18003010307,20
18003010308,25
18003010400,20.11764706
18003010500,26.49350649
18003010601,30
18003010602,28.91304348
18003010603,30
18003010604,30
18003010705,30
18003010706,30
18003010707,30
18003010803,30
18003010804,30
18003010807,30
18003010808,30
18003010809,30
18003010811,30
18003010812,30
18003010813,30
18003010815,30
18003010816,30
18003010817,30
18003010819,30
18003010821,30
18003010900,22.88288288
18003011000,22.81437126
18003011100,30
18003011201,30
18003011202,30
18003011204,29.33333333
18003011205,30
18003011302,30
18003011303,29.7826087
18003011304,28.03030303
18003011501,30
18003011502,26.03773585
18003011603,25.11627907
18003011604,27.09677419
18003011605,27.30769231
18003011606,30
18003011607,30
18003011608,25.45454545
18003011609,20
18003011701,22.59615385
18003011702,27
18003011801,25.86538462
18003011802,20
18003011900,20
18003980001,30
18003980002,30
18005010100,30
18005010200,30
18005010300,30
18005010400,30
18005010500,30
18005010600,30
18005010700,30
18005010800,30.22988506
18005010900,30
18005011000,30
18005011101,30
18005011102,30
18005011200,29.57528958
18005011300,30
18005011400,30
18005011500,30
18007100100,20
18007100200,20
18007100300,20
18009975100,20
18009975200,20
18009975300,20
18009975400,20
18011810100,20
18011810200,20
18011810300,23.31034483
18011810400,29.21465969
18011810500,30
18011810601,29.4011976
18011810604,30
18011810605,30
18011810606,30
18011810607,30
18011810700,23.62869198
18013974600,30
18013974700,30
18013974800,30
18013974901,30
18013974902,30
18015959300,20
18015959400,20
18015959500,20
18015959600,20
18015959700,20.09569378
18015959800,20
18015959900,20
18017950900,20
18017951000,20.51282051
18017951100,20
18017951200,22
18017951300,25.89041096
18017951400,28.32298137
18017951500,20
18017951600,20.10471204
18017951700,20.7518797
18017951800,20.70175439
18017951900,20
18019050100,40
18019050200,40
18019050303,39.6969697
18019050304,30.51724138
18019050305,30
18019050306,38.33333333
18019050401,38.57142857
18019050403,34.51612903
18019050404,33.82716049
18019050503,30
18019050504,30.19230769
18019050505,30
18019050603,30
18019050604,30
18019050605,30
18019050606,33.24324324
18019050703,30
18019050704,30
18019050705,30
18019050706,30
18019050801,30
18019050803,30
18019050804,30
18019050902,30
18019050903,30
18019050904,30
18019051000,30
18021040100,30
18021040200,30.08733624
18021040300,30
18021040400,30
18021040500,30
18021040600,30
18023950100,20
18023950200,20.03773585
18023950300,20
18023950400,20.1509434
18023950500,20
18023950600,20
18023950700,20
18023950800,20
18025951900,30
18025952000,30
18025952100,30
18027954300,30
18027954400,30
18027954501,30
18027954502,30
18027954600,30
18027954700,30
18027954800,30
18027954900,30
18029080101,30
18029080103,30
18029080104,30
18029080201,30
18029080203,30
18029080204,30
18029080301,30
18029080302,30
18029080400,30
18029080500,30
18029080601,30
18029080602,30
18029080700,30
18031969000,25.33613445
18031969100,26.71361502
18031969200,30.16
18031969300,30
18031969400,25.12295082
18031969500,29.56756757
18033020100,20
18033020200,20
18033020300,20.05128205
18033020400,20
18033020500,21.55462185
18033020601,21.03658537
18033020602,20.21621622
18033020700,20
18033020800,20.10309278
18035000300,30
18035000400,30.13888889
18035000500,30
18035000600,30
18035000700,30
18035000800,30
18035000902,30
18035000903,30
18035000904,30
18035001000,30
18035001100,30
18035001200,30
18035001300,30
18035001400,30
18035001500,30
18035001600,30
18035001700,30
18035002000,30
18035002100,30
18035002201,21.14864865
18035002202,20
18035002301,28.57142857
18035002302,29.42028986
18035002401,30
18035002403,26.70731707
18035002404,27.5
18035002501,20.06849315
18035002502,21.63265306
18035002602,20
18035002603,29.63855422
18035002604,30
18035002700,20.71729958
18035002800,30
18035002900,30
18037953200,30
18037953301,30
18037953302,30
18037953400,30
18037953500,30
18037953600,30
18037953701,30
18037953702,30
18037953800,30
18039000100,30
18039000201,30
18039000202,27.39130435
18039000301,20.76923077
18039000302,27.42574257
18039000400,27.52688172
18039000501,20
18039000502,21.6091954
18039000601,20
18039000602,20
18039000701,20
18039000702,20
18039000801,20
18039000803,20
18039000804,20
18039000901,20
18039000902,20
18039001000,20
18039001100,20.42857143
18039001200,20.16528926
18039001301,20
18039001302,22.38636364
18039001401,26.53333333
18039001402,28.42696629
18039001501,30
18039001502,28.66666667
18039001601,30
18039001602,28.63013699
18039001701,29.72972973
18039001702,30
18039001801,24.70588235
18039001802,20.67961165
18039001901,27.37226277
